NDF-RT,SNOMED,CommonName,Score,ICD11Code,SpecificMatch,BroadName
N0000146273,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000146273,58437007,Tuberculosis of meninges,100,1,Certain infectious or parasitic diseases,Tuberculosis
N0000146273,81573002,Collagen disease,77.41935484,13,Diseases of the digestive system,Coeliac disease
N0000146273,93143009,Leukemia,88.88888889,X,Extension Codes,Leukaemias
N0000146273,109989006,Multiple myeloma,66.66666667,2,Neoplasms,"Malignant neoplasms of independent, multiple primary sites"
N0000146273,118600007,Malignant lymphoma,76.19047619,X,Extension Codes,"Mesonephromas, malignant"
N0000146273,118618005,Mycosis fungoides (clinical),56.52173913,1,Certain infectious or parasitic diseases,Coccidioidomycosis
N0000146273,192929006,Exacerbation of multiple sclerosis,100,8,Diseases of the nervous system,Multiple sclerosis
N0000146273,236084000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000146273,254900004,Carcinoma of prostate,72.72727273,2,Neoplasms,Unspecified carcinoma of unspecified site
N0000146273,254935002,Intracranial tumor,81.08108108,22,"Injury, poisoning or certain other consequences of external causes",Intracranial injury
N0000146273,363179006,Inflammatory disorder of musculoskeletal system,100,X,Extension Codes,Musculoskeletal system
N0000146273,405737000,Pharyngitis,100,1,Certain infectious or parasitic diseases,Streptococcal pharyngitis
N0000146273,473011001,Allergic condition,71.11111111,14,Diseases of the skin,Allergic contact dermatitis
N0000146289,16932000,Nausea and vomiting,68.42105263,19,Certain conditions originating in the perinatal period,Vomiting in newborn
N0000146289,58214004,Schizophrenia,100,6,"Mental, behavioural or neurodevelopmental disorders",Schizophrenia or other primary psychotic disorders
N0000146289,69322001,Psychotic disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Acute and transient psychotic disorder
N0000146291,29028009,Thyrotoxic crisis,66.66666667,11,Diseases of the circulatory system,Hypertensive crisis
N0000146291,58437007,Tuberculosis of meninges,100,1,Certain infectious or parasitic diseases,Tuberculosis
N0000146291,64766004,Ulcerative colitis,100,13,Diseases of the digestive system,Ulcerative colitis
N0000146291,70153002,Hemorrhoids,57.14285714,14,Diseases of the skin,Pemphigoid
N0000146291,76571007,Septic shock,100,1,Certain infectious or parasitic diseases,Sepsis without septic shock
N0000146291,192929006,Exacerbation of multiple sclerosis,100,8,Diseases of the nervous system,Multiple sclerosis
N0000146291,197603000,Nephrotic syndrome associated with another disorder,79.01234568,6,"Mental, behavioural or neurodevelopmental disorders",Catatonia associated with another mental disorder
N0000146291,235760009,Radiation proctitis,74.41860465,15,Diseases of the musculoskeletal system or connective tissue,Post radiation scoliosis
N0000146291,236084000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000146291,363179006,Inflammatory disorder of musculoskeletal system,100,X,Extension Codes,Musculoskeletal system
N0000146291,386584007,Adrenal cortical hypofunction,73.23943662,5,"Endocrine, nutritional or metabolic diseases",Postprocedural adrenocortical hypofunction
N0000146291,473011001,Allergic condition,71.11111111,14,Diseases of the skin,Allergic contact dermatitis
N0000146320,4556007,Gastritis,66.66666667,13,Diseases of the digestive system,Glossitis
N0000146320,16761005,Esophagitis,95.65217391,13,Diseases of the digestive system,Oesophagitis
N0000146320,51868009,Ulcer of duodenum,100,13,Diseases of the digestive system,Ulcer of stomach or duodenum
N0000146320,74474003,Gastrointestinal hemorrhage,80,X,Extension Codes,Gastrointestinal devices
N0000146320,162031009,Indigestion,60.86956522,X,Extension Codes,Distribution
N0000146320,235595009,Gastroesophageal reflux disease,96.875,13,Diseases of the digestive system,Gastro-oesophageal reflux disease
N0000146320,307759003,Helicobacter pylori gastrointestinal tract infection,80,X,Extension Codes,Gastrointestinal devices
N0000146320,397825006,Gastric ulcer,100,13,Diseases of the digestive system,Gastric ulcer
N0000146334,10706006,Tuberculosis of central nervous system,100,1,Certain infectious or parasitic diseases,Tuberculosis
N0000146334,15188001,Hearing loss,100,10,Diseases of the ear or mastoid process,Congenital conductive hearing loss
N0000146334,28122003,Pulmonary eosinophilic granuloma,81.48148148,12,Diseases of the respiratory system,Pulmonary eosinophilia
N0000146334,40527005,Idiopathic pulmonary hemosiderosis,100,X,Extension Codes,Idiopathic
N0000146334,50043002,Disorder of respiratory system,100,X,Extension Codes,Respiratory system
N0000146334,55342001,Neoplastic disease,100,3,Diseases of the blood or blood-forming organs,Anaemia in neoplastic disease
N0000146334,69896004,Rheumatoid arthritis,100,15,Diseases of the musculoskeletal system or connective tissue,Rheumatoid arthritis
N0000146334,75053002,Acute febrile mucocutaneous lymph node syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000146334,81004002,Leprosy,100,1,Certain infectious or parasitic diseases,Leprosy
N0000146334,81573002,Collagen disease,77.41935484,13,Diseases of the digestive system,Coeliac disease
N0000146334,95320005,Disorder of skin,100,21,"Symptoms, signs or clinical findings, not elsewhere classified",Chronic skin disorder of uncertain or unspecified nature
N0000146334,109989006,Multiple myeloma,66.66666667,2,Neoplasms,"Malignant neoplasms of independent, multiple primary sites"
N0000146334,118599009,Hodgkin's disease (clinical),70,1,Certain infectious or parasitic diseases,Ebola disease
N0000146334,118601006,Non-Hodgkin's lymphoma (clinical),77.96610169,2,Neoplasms,Classical Hodgkin lymphoma
N0000146334,119292006,Disorder of gastrointestinal tract,84.74576271,1,Certain infectious or parasitic diseases,Candidosis of gastrointestinal tract
N0000146334,192929006,Exacerbation of multiple sclerosis,100,8,Diseases of the nervous system,Multiple sclerosis
N0000146334,193093009,Bell's palsy,61.53846154,8,Diseases of the nervous system,Cerebral palsy
N0000146334,195951007,Acute exacerbation of chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000146334,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000146334,197603000,Nephrotic syndrome associated with another disorder,79.01234568,6,"Mental, behavioural or neurodevelopmental disorders",Catatonia associated with another mental disorder
N0000146334,213148006,Transplanted organ rejection,88,22,"Injury, poisoning or certain other consequences of external causes",Failure or rejection of transplanted organs or tissues
N0000146334,235875008,Alcoholic hepatitis,100,13,Diseases of the digestive system,Alcoholic hepatitis
N0000146334,238525001,Polymorphous light eruption,59.25925926,14,Diseases of the skin,Fixed drug eruption
N0000146334,240867002,Invasive trichinosis,71.42857143,1,Certain infectious or parasitic diseases,Invasive aspergillosis
N0000146334,254837009,Malignant tumor of breast,86.36363636,2,Neoplasms,Malignant neoplasms of breast
N0000146334,254935002,Intracranial tumor,81.08108108,22,"Injury, poisoning or certain other consequences of external causes",Intracranial injury
N0000146334,312133006,Viral respiratory infection,75.86206897,21,"Symptoms, signs or clinical findings, not elsewhere classified",Respiratory arrest
N0000146334,362969004,Disorder of endocrine system,100,X,Extension Codes,Endocrine system
N0000146334,363179006,Inflammatory disorder of musculoskeletal system,100,X,Extension Codes,Musculoskeletal system
N0000146334,371409005,Disorder of eye region,75.55555556,9,Diseases of the visual system,Disorders of refraction
N0000146334,386661006,Fever,100,1,Certain infectious or parasitic diseases,Typhoid fever
N0000146334,399068003,Malignant tumor of prostate,70.96774194,16,Diseases of the genitourinary system,Diseases of prostate
N0000146334,473011001,Allergic condition,71.11111111,14,Diseases of the skin,Allergic contact dermatitis
N0000146366,13197004,Uses contraception,66.66666667,24,Factors influencing health status or contact with health services,Acute stress reaction
N0000146366,19155002,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000146366,69878008,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000146366,102447009,Postmenopausal osteoporosis,67.85714286,15,Diseases of the musculoskeletal system or connective tissue,Postoophorectomy osteoporosis
N0000146366,129103003,Endometriosis (clinical),100,16,Diseases of the genitourinary system,Endometriosis
N0000146366,170951000,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000146366,266599000,Dysmenorrhea,60,14,Diseases of the skin,Morphoea
N0000146366,268463003,Uses postcoital contraception,59.25925926,13,Diseases of the digestive system,Contact gingivostomatitis
N0000146366,386692008,Menorrhagia,54.54545455,2,Neoplasms,Meningiomas
N0000146370,13197004,Uses contraception,66.66666667,24,Factors influencing health status or contact with health services,Acute stress reaction
N0000146370,21801002,Menopausal symptom,100,21,"Symptoms, signs or clinical findings, not elsewhere classified",Menopausal symptom or complaint
N0000146370,129103003,Endometriosis (clinical),100,16,Diseases of the genitourinary system,Endometriosis
N0000146370,237072009,Endometrial hyperplasia,65.2173913,16,Diseases of the genitourinary system,Hyperplasia of prostate
N0000146370,268463003,Uses postcoital contraception,59.25925926,13,Diseases of the digestive system,Contact gingivostomatitis
N0000146370,386692008,Menorrhagia,54.54545455,2,Neoplasms,Meningiomas
N0000146388,6456007,Supraventricular tachycardia,72.72727273,11,Diseases of the circulatory system,Supraventricular rhythm disturbance
N0000146388,49436004,Atrial fibrillation,77.41935484,11,Diseases of the circulatory system,Idiopathic ventricular fibrillation
N0000146388,84114007,Heart failure,100,11,Diseases of the circulatory system,Heart failure
N0000146388,240298005,Fetal tachycardia,58.06451613,13,Diseases of the digestive system,Femoral hernia
N0000146409,34000006,Crohn's disease,92.85714286,13,Diseases of the digestive system,Crohn disease
N0000146409,47709007,Humoral hypercalcemia of malignancy,61.33333333,14,Diseases of the skin,Cutaneous markers of internal malignancy
N0000146409,50043002,Disorder of respiratory system,100,X,Extension Codes,Respiratory system
N0000146409,51599000,Edema of larynx,75,2,Neoplasms,Carcinoma in situ of larynx
N0000146409,52254009,Nephrotic syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000146409,55342001,Neoplastic disease,100,3,Diseases of the blood or blood-forming organs,Anaemia in neoplastic disease
N0000146409,58437007,Tuberculosis of meninges,100,1,Certain infectious or parasitic diseases,Tuberculosis
N0000146409,64766004,Ulcerative colitis,100,13,Diseases of the digestive system,Ulcerative colitis
N0000146409,81573002,Collagen disease,77.41935484,13,Diseases of the digestive system,Coeliac disease
N0000146409,90584004,Spinal cord injury,100,22,"Injury, poisoning or certain other consequences of external causes",Injury of nerves or spinal cord at neck level
N0000146409,93143009,Leukemia,88.88888889,X,Extension Codes,Leukaemias
N0000146409,95320005,Disorder of skin,100,21,"Symptoms, signs or clinical findings, not elsewhere classified",Chronic skin disorder of uncertain or unspecified nature
N0000146409,109989006,Multiple myeloma,66.66666667,2,Neoplasms,"Malignant neoplasms of independent, multiple primary sites"
N0000146409,118600007,Malignant lymphoma,76.19047619,X,Extension Codes,"Mesonephromas, malignant"
N0000146409,118618005,Mycosis fungoides (clinical),56.52173913,1,Certain infectious or parasitic diseases,Coccidioidomycosis
N0000146409,192929006,Exacerbation of multiple sclerosis,100,8,Diseases of the nervous system,Multiple sclerosis
N0000146409,195951007,Acute exacerbation of chronic obstructive pulmonary disease,100,12,Diseases of the respiratory system,Chronic obstructive pulmonary disease
N0000146409,195967001,Asthma,100,12,Diseases of the respiratory system,Asthma
N0000146409,234646005,Graft versus host disease,76,4,Diseases of the immune system,Graft-versus-host disease
N0000146409,240867002,Invasive trichinosis,71.42857143,1,Certain infectious or parasitic diseases,Invasive aspergillosis
N0000146409,254838004,Carcinoma of breast,100,2,Neoplasms,Carcinoma in situ of breast
N0000146409,254935002,Intracranial tumor,81.08108108,22,"Injury, poisoning or certain other consequences of external causes",Intracranial injury
N0000146409,362969004,Disorder of endocrine system,100,X,Extension Codes,Endocrine system
N0000146409,363179006,Inflammatory disorder of musculoskeletal system,100,X,Extension Codes,Musculoskeletal system
N0000146409,371409005,Disorder of eye region,75.55555556,9,Diseases of the visual system,Disorders of refraction
N0000146409,399068003,Malignant tumor of prostate,70.96774194,16,Diseases of the genitourinary system,Diseases of prostate
N0000146409,409711008,Viral labyrinthitis,72.72727273,1,Certain infectious or parasitic diseases,Viral carditis
N0000146409,473011001,Allergic condition,71.11111111,14,Diseases of the skin,Allergic contact dermatitis
N0000146413,191480000,Alcohol withdrawal,100,X,Extension Codes,Alcohol
N0000146413,371631005,Panic disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Panic disorder
N0000146417,11687002,Gestational diabetes mellitus,100,5,"Endocrine, nutritional or metabolic diseases",Diabetes mellitus
N0000146452,19906005,Retinoblastoma,64,9,Diseases of the visual system,Retinopathy
N0000146452,23719005,Transplantation of bone marrow,58.18181818,22,"Injury, poisoning or certain other consequences of external causes",Strain or sprain of elbow
