NDF-RT,SNOMED,CommonName,ICD11-Category
N0000148832,52254009,Nephrotic syndrome,
N0000148832,213148006,Transplanted organ rejection,
N0000148832,402355000,Acute graft-versus-host disease,
N0000148832,402356004,Chronic graft-versus-host disease,
N0000146578,68566005,Urinary tract infectious disease,
N0000148387,83458005,Agitated depression,
N0000148387,191659001,Atypical depressive disorder,
N0000148387,191627008,"Bipolar affective disorder, current episode depression",
N0000148387,191634005,INCOMPLETE,
N0000148387,191629006,"Bipolar affective disorder, currently depressed, mild",
N0000148387,191630001,"Bipolar affective disorder, currently depressed, moderate",
N0000148387,191632009,INCOMPLETE,
N0000148387,29929003,"Bipolar I disorder, most recent episode depressed with atypical features",
N0000148387,75752004,"Bipolar I disorder, most recent episode depressed with melancholic features",
N0000148387,16295005,"Bipolar II disorder, most recent episode major depressive",
N0000148387,43568002,"Bipolar II disorder, most recent episode major depressive with atypical features",
N0000148387,22407005,"Bipolar II disorder, most recent episode major depressive with catatonic features",
N0000148387,34315001,"Bipolar II disorder, most recent episode major depressive with melancholic features",
N0000148387,51637008,"Chronic bipolar I disorder, most recent episode depressed",
N0000148387,1196001,"Chronic bipolar II disorder, most recent episode major depressive",
N0000148387,192080009,Chronic depression,
N0000148387,442057004,Chronic depressive personality disorder,
N0000148387,14183003,"Chronic major depressive disorder, single episode",
N0000148387,2618002,Chronic recurrent major depressive disorder,
N0000148387,49468007,Depressed bipolar I disorder,
N0000148387,22121000,Depressed bipolar I disorder in full remission,
N0000148387,49512000,Depressed bipolar I disorder in partial remission,
N0000148387,53607008,Depressed bipolar I disorder in remission,
N0000148387,35489007,Depressive disorder,
N0000148387,78667006,Dysthymia,
N0000148387,2506003,Early onset dysthymia,
N0000148387,300706003,Endogenous depression,
N0000148387,274948002,Endogenous depression - recurrent,
N0000148387,231499006,Endogenous depression first episode,
N0000148387,321717001,Involutional depression,
N0000148387,19694002,Late onset dysthymia,
N0000148387,63412003,Major depression in full remission,
N0000148387,30605009,Major depression in partial remission,
N0000148387,42810003,Major depression in remission,
N0000148387,70747007,"Major depression single episode, in partial remission",
N0000148387,320751009,"Major depression, melancholic type",
N0000148387,36923009,"Major depression, single episode",
N0000148387,19527009,Single episode of major depression in full remission,
N0000148387,370143000,Major depressive disorder,
N0000148387,42925002,"Major depressive disorder, single episode with atypical features",
N0000148387,69392006,"Major depressive disorder, single episode with catatonic features",
N0000148387,63778009,"Major depressive disorder, single episode with melancholic features",
N0000148387,231500002,Masked depression,
N0000148387,84788008,Menopausal depression,
N0000148387,74686005,Mild depressed bipolar I disorder,
N0000148387,310495003,Mild depression,
N0000148387,87512008,Mild major depression,
N0000148387,79298009,"Mild major depression, single episode",
N0000148387,40379007,Mild recurrent major depression,
N0000148387,66631006,Moderate depressed bipolar I disorder,
N0000148387,310496002,Moderate depression,
N0000148387,832007,Moderate major depression,
N0000148387,15639000,"Moderate major depression, single episode",
N0000148387,18818009,Moderate recurrent major depression,
N0000148387,82218004,Postoperative depression,
N0000148387,83176005,Primary dysthymia,
N0000148387,38451003,Primary dysthymia early onset,
N0000148387,67711008,Primary dysthymia late onset,
N0000148387,40568001,Recurrent brief depressive disorder,
N0000148387,191616006,Recurrent depression,
N0000148387,66344007,Recurrent major depression,
N0000148387,46244001,Recurrent major depression in full remission,
N0000148387,33135002,Recurrent major depression in partial remission,
N0000148387,68019004,Recurrent major depression in remission,
N0000148387,38694004,Recurrent major depressive disorder with atypical features,
N0000148387,39809009,Recurrent major depressive disorder with catatonic features,
N0000148387,319768000,Recurrent major depressive disorder with melancholic features,
N0000148387,268621008,Recurrent major depressive episodes,
N0000148387,191615005,INCOMPLETE,
N0000148387,191610000,"Recurrent major depressive episodes, mild",
N0000148387,191611001,"Recurrent major depressive episodes, moderate",
N0000148387,191613003,"Recurrent major depressive episodes, severe, with psychosis",
N0000148387,59617007,Severe depressed bipolar I disorder with psychotic features,
N0000148387,54761006,"Severe depressed bipolar I disorder with psychotic features, mood-congruent",
N0000148387,26203008,"Severe depressed bipolar I disorder with psychotic features, mood-incongruent",
N0000148387,61403008,Severe depressed bipolar I disorder without psychotic features,
N0000148387,310497006,Severe depression,
N0000148387,73867007,Severe major depression with psychotic features,
N0000148387,33736005,"Severe major depression with psychotic features, mood-congruent",
N0000148387,60099002,"Severe major depression with psychotic features, mood-incongruent",
N0000148387,75084000,Severe major depression without psychotic features,
N0000148387,430852001,"Severe major depression, single episode, with psychotic features",
N0000148387,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent",
N0000148387,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent",
N0000148387,76441001,"Severe major depression, single episode, without psychotic features",
N0000148387,281000119103,Severe recurrent major depression,
N0000148387,28475009,Severe recurrent major depression with psychotic features,
N0000148387,33078009,"Severe recurrent major depression with psychotic features, mood-congruent",
N0000148387,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent",
N0000148387,36474008,Severe recurrent major depression without psychotic features,
N0000148387,268620009,INCOMPLETE,
N0000148387,191606003,INCOMPLETE,
N0000148387,191601008,INCOMPLETE,
N0000148387,191602001,INCOMPLETE,
N0000148387,191604000,"Single major depressive episode, severe, with psychosis",
N0000176124,449108003,INCOMPLETE,
N0000176124,92818009,Chronic myeloid leukemia,
N0000176124,420120006,Gastrointestinal stromal tumor,
N0000147151,68566005,Urinary tract infectious disease,
N0000180309,92624000,Carcinoma in situ of kidney,
N0000180309,254915003,Clear cell carcinoma of kidney,
N0000180309,448216007,Carcinoma of thyroid,
N0000180309,188251003,INCOMPLETE,
N0000180309,314967004,Local recurrence of malignant tumor of kidney,
N0000180309,187803004,Malignant neoplasm of perinephric tissue,
N0000180309,363518003,Malignant tumor of kidney,
N0000180309,188250002,Malignant tumor of kidney parenchyma,
N0000180309,363478007,Malignant tumor of thyroid gland,
N0000180309,126880001,Neoplasm of kidney,
N0000180309,127018007,Neoplasm of thyroid gland,
N0000180309,94889006,Neoplasm of uncertain behavior of kidney,
N0000180309,93849006,Primary malignant neoplasm of kidney,
N0000180309,254918001,Sarcoma of kidney,
N0000180309,94360002,Metastatic malignant neoplasm to kidney,
N0000180309,254914004,Neoplasm of parenchyma of kidney,
N0000180309,702391001,Renal cell carcinoma,
N0000180309,424952003,Sarcoma of soft tissue,
N0000021093,14760008,Constipation,
N0000148697,128302006,Chronic hepatitis C,
N0000148697,50711007,Viral hepatitis C,
N0000148697,372244006,Malignant melanoma,
N0000148697,109994006,Essential thrombocythemia,
N0000148697,399956005,Melanocytic neoplasm,
N0000181831,90560007,Gout,
N0000146801,5158005,Gilles de la Tourette's syndrome,
N0000146801,83746006,Chronic schizophrenia,
N0000146801,238973003,Delusions of parasitosis,
N0000147988,27052006,Vivax malaria,
N0000147988,415125002,Pneumocystosis pneumonia,
N0000147988,61462000,Malaria,
N0000147996,17366009,Atrial arrhythmia,
N0000147996,49436004,Atrial fibrillation,
N0000147996,195080001,INCOMPLETE,
N0000147996,5370000,Atrial flutter,
N0000147996,195069001,Atrial paroxysmal tachycardia,
N0000147996,276796006,Atrial tachycardia,
N0000147996,419671004,Catecholaminergic polymorphic ventricular tachycardia,
N0000147996,426749004,Chronic atrial fibrillation,
N0000147996,425615007,Chronic atrial flutter,
N0000147996,282825002,Paroxysmal atrial fibrillation,
N0000147996,427665004,Paroxysmal atrial flutter,
N0000147996,67198005,Paroxysmal supraventricular tachycardia,
N0000147996,12026006,Paroxysmal tachycardia,
N0000147996,66657009,Paroxysmal ventricular tachycardia,
N0000147996,440028005,Permanent atrial fibrillation,
N0000147996,440059007,Persistent atrial fibrillation,
N0000147996,72654001,Supraventricular arrhythmia,
N0000147996,6456007,Supraventricular tachycardia,
N0000147996,44103008,Ventricular arrhythmia,
N0000147996,74390002,Wolff-Parkinson-White pattern,
N0000148003,83458005,Agitated depression,
N0000148003,191659001,Atypical depressive disorder,
N0000148003,192080009,Chronic depression,
N0000148003,442057004,Chronic depressive personality disorder,
N0000148003,14183003,"Chronic major depressive disorder, single episode",
N0000148003,2618002,Chronic recurrent major depressive disorder,
N0000148003,35489007,Depressive disorder,
N0000148003,78667006,Dysthymia,
N0000148003,2506003,Early onset dysthymia,
N0000148003,300706003,Endogenous depression,
N0000148003,274948002,Endogenous depression - recurrent,
N0000148003,231499006,Endogenous depression first episode,
N0000148003,321717001,Involutional depression,
N0000148003,19694002,Late onset dysthymia,
N0000148003,63412003,Major depression in full remission,
N0000148003,30605009,Major depression in partial remission,
N0000148003,42810003,Major depression in remission,
N0000148003,70747007,"Major depression single episode, in partial remission",
N0000148003,320751009,"Major depression, melancholic type",
N0000148003,36923009,"Major depression, single episode",
N0000148003,19527009,Single episode of major depression in full remission,
N0000148003,370143000,Major depressive disorder,
N0000148003,42925002,"Major depressive disorder, single episode with atypical features",
N0000148003,69392006,"Major depressive disorder, single episode with catatonic features",
N0000148003,63778009,"Major depressive disorder, single episode with melancholic features",
N0000148003,231500002,Masked depression,
N0000148003,84788008,Menopausal depression,
N0000148003,87512008,Mild major depression,
N0000148003,79298009,"Mild major depression, single episode",
N0000148003,40379007,Mild recurrent major depression,
N0000148003,310496002,Moderate depression,
N0000148003,832007,Moderate major depression,
N0000148003,15639000,"Moderate major depression, single episode",
N0000148003,18818009,Moderate recurrent major depression,
N0000148003,82218004,Postoperative depression,
N0000148003,83176005,Primary dysthymia,
N0000148003,38451003,Primary dysthymia early onset,
N0000148003,67711008,Primary dysthymia late onset,
N0000148003,40568001,Recurrent brief depressive disorder,
N0000148003,191616006,Recurrent depression,
N0000148003,66344007,Recurrent major depression,
N0000148003,46244001,Recurrent major depression in full remission,
N0000148003,33135002,Recurrent major depression in partial remission,
N0000148003,68019004,Recurrent major depression in remission,
N0000148003,38694004,Recurrent major depressive disorder with atypical features,
N0000148003,39809009,Recurrent major depressive disorder with catatonic features,
N0000148003,319768000,Recurrent major depressive disorder with melancholic features,
N0000148003,268621008,Recurrent major depressive episodes,
N0000148003,191615005,INCOMPLETE,
N0000148003,191610000,"Recurrent major depressive episodes, mild",
N0000148003,191611001,"Recurrent major depressive episodes, moderate",
N0000148003,191613003,"Recurrent major depressive episodes, severe, with psychosis",
N0000148003,310497006,Severe depression,
N0000148003,73867007,Severe major depression with psychotic features,
N0000148003,33736005,"Severe major depression with psychotic features, mood-congruent",
N0000148003,60099002,"Severe major depression with psychotic features, mood-incongruent",
N0000148003,75084000,Severe major depression without psychotic features,
N0000148003,430852001,"Severe major depression, single episode, with psychotic features",
N0000148003,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent",
N0000148003,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent",
N0000148003,76441001,"Severe major depression, single episode, without psychotic features",
N0000148003,281000119103,Severe recurrent major depression,
N0000148003,28475009,Severe recurrent major depression with psychotic features,
N0000148003,33078009,"Severe recurrent major depression with psychotic features, mood-congruent",
N0000148003,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent",
N0000148003,36474008,Severe recurrent major depression without psychotic features,
N0000148003,268620009,INCOMPLETE,
N0000148003,191606003,INCOMPLETE,
N0000148003,191601008,INCOMPLETE,
N0000148003,191602001,INCOMPLETE,
N0000148003,191604000,"Single major depressive episode, severe, with psychosis",
N0000148010,17366009,Atrial arrhythmia,
N0000148010,49436004,Atrial fibrillation,
N0000148010,195080001,INCOMPLETE,
N0000148010,5370000,Atrial flutter,
N0000148010,276796006,Atrial tachycardia,
N0000148010,418818005,Brugada syndrome,
N0000148010,426749004,Chronic atrial fibrillation,
N0000148010,425615007,Chronic atrial flutter,
N0000148010,251171001,Multiple atrial premature complexes,
N0000148010,251176006,Multiple premature ventricular complexes,
N0000148010,282825002,Paroxysmal atrial fibrillation,
N0000148010,427665004,Paroxysmal atrial flutter,
N0000148010,67198005,Paroxysmal supraventricular tachycardia,
N0000148010,12026006,Paroxysmal tachycardia,
N0000148010,66657009,Paroxysmal ventricular tachycardia,
N0000148010,440028005,Permanent atrial fibrillation,
N0000148010,440059007,Persistent atrial fibrillation,
N0000148010,284470004,Premature atrial contraction,
N0000148010,314208002,Rapid atrial fibrillation,
N0000148010,251172008,Run of atrial premature complexes,
N0000148010,251177002,Run of ventricular premature complexes,
N0000148010,72654001,Supraventricular arrhythmia,
N0000148010,63593006,Supraventricular premature beats,
N0000148010,6456007,Supraventricular tachycardia,
N0000148010,44103008,Ventricular arrhythmia,
N0000148010,251175005,Ventricular premature complex,
N0000148010,25569003,Ventricular tachycardia,
N0000148010,61462000,Malaria,
N0000148010,11849007,AV junctional rhythm,
N0000148010,698272007,Short QT syndrome,
N0000148010,251167004,Aberrant premature complexes,
N0000146933,62676009,Falciparum malaria,
N0000146933,21061004,Babesiosis,
N0000146933,27052006,Vivax malaria,
N0000148794,35885006,Hyperuricemia,
N0000145900,66207005,Toxic effect of cyanide,
N0000147417,38342005,INCOMPLETE,
N0000021605,62742006,Cradle cap,
N0000021605,50563003,Seborrheic dermatitis,
N0000021605,14560005,Dermal mycosis,
N0000021605,402134005,Onychomycosis due to dermatophyte,
N0000021605,5441008,Tinea capitis,
N0000021605,80890005,Cutaneous sporotrichosis,
N0000021605,87603003,Lymphocutaneous sporotrichosis,
N0000021605,42094007,Sporotrichosis,
N0000177920,58756001,Huntington's chorea,
N0000177920,5158005,Gilles de la Tourette's syndrome,
N0000177920,102449007,Tardive dyskinesia,
N0000147080,91861009,"Acute myeloid leukemia, disease",
N0000147080,254935002,Intracranial tumor,
N0000147080,34000006,Crohn's disease,
N0000147080,91857003,Acute lymphoid leukemia,
N0000148031,58214004,Schizophrenia,
N0000182973,394659003,Acute coronary syndrome,
N0000022118,236633002,INCOMPLETE,
N0000148047,83458005,Agitated depression,
N0000148047,191659001,Atypical depressive disorder,
N0000148047,192080009,Chronic depression,
N0000148047,442057004,Chronic depressive personality disorder,
N0000148047,14183003,"Chronic major depressive disorder, single episode",
N0000148047,2618002,Chronic recurrent major depressive disorder,
N0000148047,35489007,Depressive disorder,
N0000148047,78667006,Dysthymia,
N0000148047,2506003,Early onset dysthymia,
N0000148047,300706003,Endogenous depression,
N0000148047,274948002,Endogenous depression - recurrent,
N0000148047,231499006,Endogenous depression first episode,
N0000148047,321717001,Involutional depression,
N0000148047,19694002,Late onset dysthymia,
N0000148047,63412003,Major depression in full remission,
N0000148047,30605009,Major depression in partial remission,
N0000148047,42810003,Major depression in remission,
N0000148047,70747007,"Major depression single episode, in partial remission",
N0000148047,320751009,"Major depression, melancholic type",
N0000148047,36923009,"Major depression, single episode",
N0000148047,19527009,Single episode of major depression in full remission,
N0000148047,370143000,Major depressive disorder,
N0000148047,42925002,"Major depressive disorder, single episode with atypical features",
N0000148047,69392006,"Major depressive disorder, single episode with catatonic features",
N0000148047,63778009,"Major depressive disorder, single episode with melancholic features",
N0000148047,25922000,"Major depressive disorder, single episode with postpartum onset",
N0000148047,84788008,Menopausal depression,
N0000148047,87512008,Mild major depression,
N0000148047,79298009,"Mild major depression, single episode",
N0000148047,40379007,Mild recurrent major depression,
N0000148047,310496002,Moderate depression,
N0000148047,832007,Moderate major depression,
N0000148047,15639000,"Moderate major depression, single episode",
N0000148047,18818009,Moderate recurrent major depression,
N0000148047,82218004,Postoperative depression,
N0000148047,83176005,Primary dysthymia,
N0000148047,38451003,Primary dysthymia early onset,
N0000148047,67711008,Primary dysthymia late onset,
N0000148047,40568001,Recurrent brief depressive disorder,
N0000148047,191616006,Recurrent depression,
N0000148047,66344007,Recurrent major depression,
N0000148047,46244001,Recurrent major depression in full remission,
N0000148047,33135002,Recurrent major depression in partial remission,
N0000148047,68019004,Recurrent major depression in remission,
N0000148047,38694004,Recurrent major depressive disorder with atypical features,
N0000148047,39809009,Recurrent major depressive disorder with catatonic features,
N0000148047,319768000,Recurrent major depressive disorder with melancholic features,
N0000148047,268621008,Recurrent major depressive episodes,
N0000148047,191615005,INCOMPLETE,
N0000148047,191610000,"Recurrent major depressive episodes, mild",
N0000148047,191611001,"Recurrent major depressive episodes, moderate",
N0000148047,191613003,"Recurrent major depressive episodes, severe, with psychosis",
N0000148047,310497006,Severe depression,
N0000148047,73867007,Severe major depression with psychotic features,
N0000148047,33736005,"Severe major depression with psychotic features, mood-congruent",
N0000148047,60099002,"Severe major depression with psychotic features, mood-incongruent",
N0000148047,75084000,Severe major depression without psychotic features,
N0000148047,430852001,"Severe major depression, single episode, with psychotic features",
N0000148047,77911002,"Severe major depression, single episode, with psychotic features, mood-congruent",
N0000148047,20250007,"Severe major depression, single episode, with psychotic features, mood-incongruent",
N0000148047,76441001,"Severe major depression, single episode, without psychotic features",
N0000148047,281000119103,Severe recurrent major depression,
N0000148047,28475009,Severe recurrent major depression with psychotic features,
N0000148047,33078009,"Severe recurrent major depression with psychotic features, mood-congruent",
N0000148047,15193003,"Severe recurrent major depression with psychotic features, mood-incongruent",
N0000148047,36474008,Severe recurrent major depression without psychotic features,
N0000148047,268620009,INCOMPLETE,
N0000148047,191606003,INCOMPLETE,
N0000148047,191601008,INCOMPLETE,
N0000148047,191602001,INCOMPLETE,
N0000148047,191604000,"Single major depressive episode, severe, with psychosis",
N0000148767,65553006,Aspergillosis,
N0000148767,432261003,Candidemia,
N0000148767,20639004,Candidiasis of the esophagus,
N0000148767,70572005,Invasive candidiasis,
N0000148767,3218000,Mycosis,
N0000148767,37981002,Allergic bronchopulmonary aspergillosis,
N0000148767,69996000,Blastomycosis,
N0000148767,413746000,Candida endophthalmitis,
N0000148767,409089005,Febrile neutropenia,
N0000148767,240704003,Pharyngeal candidiasis,
N0000148767,6042001,Pulmonary aspergillosis,
N0000148767,312146001,INCOMPLETE,
N0000148767,473441009,INCOMPLETE,
N0000148767,24321005,Fungal meningitis,
N0000188994,87512008,Mild major depression,
N0000146102,195951007,Acute exacerbation of chronic obstructive pulmonary disease,
N0000146102,11817007,Actinomycotic infection,
N0000146102,446988001,Intestinal infection caused by Aeromonas hydrophila,
N0000146102,428885001,Bacteremia associated with intravascular line,
N0000146102,95883001,Bacterial meningitis,
N0000146102,38394007,Chronic purulent otitis media,
N0000146102,266096002,Methicillin resistant Staphylococcus aureus infection,
N0000146102,419100001,Infection of foot due to diabetes mellitus,
N0000146102,61011009,Bacterial osteomyelitis,
N0000146102,213121005,Prosthetic joint infection,
N0000146102,186788009,Q fever,
N0000146102,48245008,Bacterial arthritis,
N0000146102,423561003,Community-acquired methicillin-resistant Staphylococcus aureus infection,
N0000146102,429271009,Ventilator associated pneumonia,
N0000146103,195951007,Acute exacerbation of chronic obstructive pulmonary disease,
N0000146103,36188001,Shigellosis,
N0000146103,11840006,Traveler's diarrhea,
N0000146103,11817007,Actinomycotic infection,
N0000146103,446988001,Intestinal infection caused by Aeromonas hydrophila,
N0000146103,428885001,Bacteremia associated with intravascular line,
N0000146103,95883001,Bacterial meningitis,
N0000146103,63650001,Cholera,
N0000146103,38394007,Chronic purulent otitis media,
N0000146103,28867007,Granuloma inguinale,
N0000146103,240372001,Cyclosporiasis,
N0000146103,266096002,Methicillin resistant Staphylococcus aureus infection,
N0000146103,419100001,Infection of foot due to diabetes mellitus,
N0000146103,428111003,Melioidosis,
N0000146103,61011009,Bacterial osteomyelitis,
N0000146103,213121005,Prosthetic joint infection,
N0000146103,186788009,Q fever,
N0000146103,48245008,Bacterial arthritis,
N0000146103,19905009,Chronic prostatitis,
N0000146103,423561003,Community-acquired methicillin-resistant Staphylococcus aureus infection,
N0000146103,429271009,Ventilator associated pneumonia,
N0000146103,192701001,Toxoplasma encephalitis,
N0000148372,235049008,Oral lichen planus,
