Gene_Claim_Name	Importance_Score	NCBI_Gene_ID
ACKR4	0.000030	51554
ARAF	0.000030	369
PDGFD	0.000030	80310
PSMC1P1	0.000030	151645
MPPED2	0.000030	744
PSME2	0.000030	5721
LHX2	0.000030	9355
ACOT7	0.000030	11332
RAPGEF5	0.000030	9771
CDKL5	0.000030	6792
CHST3	0.000030	9469
THBS4	0.000030	7060
TAGLN	0.000030	6876
SLC16A3	0.000030	9123
SLC11A1	0.000030	6556
S100A2	0.000030	6273
PHEX	0.000030	5251
OPLAH	0.000030	26873
MAGEA1	0.000030	4100
HYAL2	0.000030	8692
ERCC6	0.000030	2074
CORT	0.000030	1325
BCAR3	0.000030	8412
EEF1B2	0.000030	1933
SLC18A1	0.000030	6570
SSTR3	0.000030	6753
CSN1S1	0.000030	1446
SP1	0.000030	6667
SQLE	0.000030	6713
AKR1D1	0.000030	6718
PTPRC	0.000030	5788
HMOX2	0.000030	3163
SIAH1	0.000030	6477
BDNF-AS	0.000030	497258
FGFR1OP2	0.000030	26127
BAHD1	0.000030	22893
SULF2	0.000030	55959
MIR6076	0.000030	102464828
LTB	0.000030	4050
LHFPL3	0.000030	375612
IL9R	0.000030	3581
TUBA3C	0.000030	7278
RIPK1	0.000030	8737
HPRT1	0.000030	3251
CLEC4C	0.000030	170482
ADAM3A	0.000030	1587
TARBP1	0.000030	6894
PLIN2	0.000030	123
ERF	0.000030	2077
HYOU1	0.000030	10525
GSTP1P1	0.000030	2951
ABCG1	0.000030	9619
CDC7	0.000030	8317
LRRC15	0.000030	131578
FCN2	0.000030	2220
COP1	0.000030	64326
GFPT1	0.000030	2673
ARL1	0.000030	400
RSPO3	0.000030	84870
SGK1	0.000030	6446
CRABP1	0.000030	1381
HOXA13	0.000030	3209
CRYGA	0.000030	1418
GTF2I	0.000030	2969
FBLN2	0.000030	2199
NUP50	0.000030	10762
SPIDR	0.000030	23514
MVK	0.000030	4598
TMSB4X	0.000030	7114
EIF2B1	0.000030	1967
PDGFA	0.000030	5154
ZFP91-CNTF	0.000030	386607
AKR1C4	0.000030	1109
CEP43	0.000030	11116
HPCA	0.000030	3208
SUFU	0.000030	51684
CRYBB3	0.000030	1417
CRYGB	0.000030	1419
GK2	0.000030	2712
GPX2	0.000030	2877
KDM4D	0.000030	55693
CEBPB	0.000030	1051
GSC	0.000030	145258
ADGRB2	0.000030	576
POLB	0.000030	5423
ATP6V1A	0.000030	523
TANC2	0.000030	26115
TAF1	0.000030	6872
TIGD1	0.000030	200765
MOCOS	0.000030	55034
TUBB3	0.000030	10381
KYAT1	0.000030	883
APBB1	0.000030	322
HEXA	0.000030	3073
TUBA1C	0.000030	84790
PRKAA1	0.000030	5562
RPL22	0.000030	6146
RPL19	0.000030	6143
CA2	0.000030	760
ACTG1	0.000030	71
MAP3K13	0.000030	9175
ACTG1P9	0.000030	82
TUBA1A	0.000030	7846
NUBPL	0.000030	80224
EIF4H	0.000030	7458
C9	0.000030	735
RPS12	0.000030	6206
BNIP2	0.000030	663
BMPR2	0.000030	659
EPHA1	0.000030	2041
IL31RA	0.000030	133396
EEF2K	0.000030	29904
MSMB	0.000030	4477
RIGI	0.000030	23586
ENPP3	0.000030	5169
TANK	0.000030	10010
SCNN1D	0.000030	6339
CHD1	0.000030	1105
PTGIS	0.000030	5740
SCN3B	0.000030	55800
PGC	0.000030	5225
SGPP1	0.000030	81537
PIGF	0.000030	5281
MIR23B	0.000030	407011
TUBA4A	0.000030	7277
PDZRN3	0.000030	23024
LIG3	0.000030	3980
CHL1	0.000030	10752
EEF1G	0.000030	1937
ACKR1	0.000030	2532
MICU1	0.000030	10367
PRKCG	0.000030	5582
NCAN	0.000030	1463
GLS	0.000030	2744
GAPDHP71	0.000030	2613
SLC25A4	0.000030	291
DCC	0.000030	1630
MNX1	0.000030	3110
HSP90AA2P	0.000030	3324
PTGIR	0.000030	5739
ATF6B	0.000030	1388
DCK	0.000030	1633
AMY1C	0.000030	278
GBX2	0.000030	2637
COX6A1P1	0.000030	1338
HOXB5	0.000030	3215
TLX1	0.000030	3195
CLCN4	0.000030	1183
CPA6	0.000030	57094
FZD3	0.000030	7976
PGGT1B	0.000030	5229
WIF1	0.000030	11197
XPA	0.000030	7507
PPP1R13L	0.000030	10848
IL16	0.000030	3603
IGF2-AS	0.000030	51214
DHCR7	0.000030	1717
APCDD1	0.000030	147495
CRYBG2	0.000030	55057
AXIN2	0.000030	8313
PARP14	0.000030	54625
BTF3P1	0.000030	693
NUP107	0.000030	57122
IGH	0.000030	3492
BTN1A1	0.000030	696
RGS19	0.000030	10287
CYP27A1	0.000030	1593
FSTL5	0.000030	56884
ZNF804A	0.000030	91752
CCN4	0.000030	8840
TANC1	0.000030	85461
CHST13	0.000030	166012
NSUN3	0.000030	63899
WAS	0.000030	7454
MC3R	0.000030	4159
AICDA	0.000030	57379
GPR17	0.000030	2840
ZNF501	0.000030	115560
RGS8	0.000030	85397
ILK	0.000030	3611
SLC52A2	0.000030	79581
ASIC4	0.000030	55515
ASIC3	0.000030	9311
MFGE8	0.000030	4240
SLCO6A1	0.000030	133482
ZSCAN25	0.000030	221785
CNIH3	0.000030	149111
RECQL	0.000030	5965
ZNF568	0.000030	374900
LMNTD1	0.000030	160492
ANO2	0.000030	57101
AKR1A1	0.000030	10327
MBD4	0.000030	8930
MIR155	0.000030	406947
CD7	0.000030	924
NDUFA12	0.000030	55967
SLC39A6	0.000030	25800
MUC16	0.000030	94025
ABCA1	0.000030	19
SKIC3	0.000030	9652
CA9	0.000030	768
FHL2	0.000030	2274
LPAR5	0.000030	57121
HOXC10	0.000030	3226
C4A	0.000030	720
NDUFAF2	0.000030	91942
DEFA4	0.000030	1669
DMWD	0.000030	1762
ZHX2	0.000030	22882
HERC2	0.000030	8924
NBN	0.000030	4683
RFC1	0.000030	5981
GNAI1	0.000030	2770
GANC	0.000030	2595
GK	0.000030	2710
THBS2	0.000030	7058
PMAIP1	0.000030	5366
HUS1	0.000030	3364
CCL1	0.000030	6346
CRYZ	0.000030	1429
POLH	0.000030	5429
INTU	0.000030	27152
HSPA1B	0.000030	3304
ADCYAP1R1	0.000030	117
RNPEPL1	0.000030	57140
RNPEP	0.000030	6051
XPNPEP1	0.000030	7511
NDUFA4	0.000030	4697
NDUFAB1	0.000030	4706
NDUFS4	0.000030	4724
NDUFB7	0.000030	4713
NDUFB5	0.000030	4711
OVGP1	0.000030	5016
F13B	0.000030	2165
ALB	0.000030	213
MAN1B1	0.000030	11253
SUMO4	0.000030	387082
TMEM131L	0.000030	23240
ORM2	0.000030	5005
CD96	0.000030	10225
CAMK4	0.000030	814
PAPPA2	0.000030	60676
COL22A1	0.000030	169044
GADD45AP1	0.000030	1648
NRIP1	0.000030	8204
MT1G	0.000030	4495
NOD1	0.000030	10392
EGR1	0.000030	1958
PAK5	0.000030	57144
STK36	0.000030	27148
SAP130	0.000030	79595
LAT	0.000030	27040
GGT7	0.000030	2686
YEATS4	0.000030	8089
LPAR6	0.000030	10161
FGF21	0.000030	26291
TEP1	0.000030	7011
NDUFA7	0.000030	4701
TUBB8B	0.000030	260334
SLC31A2	0.000030	1318
FNTAP2	0.000030	2341
GSTZ1	0.000030	2954
ELF5	0.000030	2001
HOXC4	0.000030	3221
HLA-F	0.000030	3134
CRY2	0.000030	1408
GSTM5P1	0.000030	100505557
TFAP2A	0.000030	7020
HMGB2	0.000030	3148
PRLHR	0.000030	2834
C4BPB	0.000030	725
MFAP1	0.000030	4236
DNPEP	0.000030	23549
IL17B	0.000030	27190
CD72	0.000030	971
LILRA4	0.000030	23547
LY75	0.000030	4065
NCBP1	0.000030	4686
OPRD1	0.000030	4985
CTAG2	0.000030	30848
BFSP1	0.000030	631
ARSA	0.000030	410
HOXB4	0.000030	3214
HLA-H	0.000030	3136
GATA6	0.000030	2627
AK1	0.000030	203
BIRC5	0.000030	332
PARP1P2	0.000030	145
TIMM8A	0.000030	1678
HDGF	0.000030	3068
CAMP	0.000030	820
UCHL5	0.000030	51377
USP14	0.000030	9097
SGSH	0.000030	6448
TRPM4	0.000030	54795
FGF19	0.000030	9965
FSHR	0.000030	2492
POLRMT	0.000030	5442
NDUFB4	0.000030	4710
NCBP2	0.000030	22916
IL2RG	0.000030	3561
AOPEP	0.000030	84909
TRAV29DV5	0.000030	28653
NDUFS6	0.000030	4726
NDUFA8	0.000030	4702
NDUFV3	0.000030	4731
NDUFA5	0.000030	4698
NDUFA9	0.000030	4704
FBXL17	0.000030	64839
GSTA3	0.000030	2940
SP7	0.000030	121340
XPC	0.000030	7508
CLDN11	0.000030	5010
OR4D6	0.000030	219983
MAPK4	0.000030	5596
H3C2	0.000030	8358
FHL1	0.000030	2273
DCBLD1	0.000030	285761
NDUFA10	0.000030	4705
RIMS1	0.000030	22999
AIFM2	0.000030	84883
CAT	0.000030	847
SDS	0.000030	10993
PLTP	0.000030	5360
PER1	0.000030	5187
NCF2	0.000030	4688
MAPK10	0.000030	5602
IGFBP4	0.000030	3487
CD59	0.000030	966
CCL5	0.000030	6352
PKN1	0.000030	5585
AXIN1	0.000030	8312
OAT	0.000030	4942
PRSS2	0.000030	5645
HOXC8	0.000030	3224
CTNND2	0.000030	1501
OR10P1	0.000030	121130
DST	0.000030	667
ELN	0.000030	2006
CCDC77	0.000030	84318
NDUFAF1	0.000030	51103
NDUFS3	0.000030	4722
NDUFB10	0.000030	4716
NDUFC2	0.000030	4718
NDUFB2	0.000030	4708
NDUFB3	0.000030	4709
MSH5	0.000030	4439
CDKN2B	0.000030	1030
GRB10	0.000030	2887
SIRPA	0.000030	140885
C6	0.000030	729
DUX1	0.000030	26584
NDUFA4L2	0.000030	56901
PLEKHH2	0.000030	130271
ATG5	0.000030	9474
IRS4	0.000030	8471
KCNJ12	0.000030	3768
HOXD1	0.000030	3231
CLNS1AP1	0.000030	1204
GABPB1	0.000030	2553
NAE1	0.000030	8883
DVL1	0.000030	1855
SLCO4A1	0.000030	28231
GZMM	0.000030	3004
ERCC3	0.000030	2071
STOM	0.000030	2040
GZMH	0.000030	2999
EFNB1	0.000030	1947
LINC00273	0.000030	649159
TSLP	0.000030	85480
IPO11	0.000030	51194
IPO9	0.000030	55705
FGFRL1	0.000030	53834
FGFBP2	0.000030	83888
PON2	0.000030	5445
MTRF1L	0.000030	54516
PARP11	0.000030	57097
ASL	0.000030	435
HOXA3	0.000030	3200
FES	0.000030	2242
RBMXP1	0.000030	3186
PSMD10P1	0.000030	170541
FGF18	0.000030	8817
PTK7	0.000030	5754
ABCA5	0.000030	23461
ADH1B	0.000030	125
AFG2A	0.000030	166378
METTL1	0.000030	4234
USP24	0.000030	23358
SLC19A3	0.000030	80704
ARHGEF10	0.000030	9639
PPP3R1	0.000030	5534
DAOA	0.000030	267012
PICALM	0.000030	8301
UBE2D1	0.000030	7321
TPSAB1	0.000030	7177
SLC1A5	0.000030	6510
SAMD3	0.000030	154075
CTSD	0.000030	1509
NDUFV2	0.000030	4729
ANO1	0.000030	55107
NDUFB6	0.000030	4712
TLR6	0.000030	10333
GLIPR1	0.000030	11010
IL31	0.000030	386653
KLK1	0.000030	3816
IL17C	0.000030	27189
KRT6A	0.000030	3853
ORAI1	0.000030	84876
VASP	0.000030	7408
ADGRV1	0.000030	84059
MROH2A	0.000030	339766
VAC14	0.000030	55697
PICK1	0.000030	9463
RAD18	0.000030	56852
ZNF165	0.000030	7718
POM121L2	0.000030	94026
MCOLN1	0.000030	57192
LKAAEAR1	0.000030	198437
CPT1B	0.000030	1375
SMG1	0.000030	23049
JUP	0.000030	3728
NDUFA6	0.000030	4700
DKK3	0.000030	27122
MADCAM1	0.000030	8174
ADAM8	0.000030	101
CST2	0.000030	1470
SLC25A10	0.000030	1468
SLC12A2	0.000030	6558
GJB1	0.000030	2705
C1R	0.000030	715
GAD2	0.000030	2572
DNAH8	0.000030	1769
MID1	0.000030	4281
ALAD	0.000030	210
KLK4	0.000030	9622
MAGEA4	0.000030	4103
MAN2C1	0.000030	4123
AGRP	0.000030	181
ENPEP	0.000030	2028
IDS	0.000030	3423
CLCC1	0.000030	23155
ZNF816	0.000030	125893
KCNIP1	0.000030	30820
GNA13	0.000030	10672
RPS6KA4	0.000030	8986
GAK	0.000030	2580
TPPP	0.000030	11076
MARK1	0.000030	4139
EEF1A1	0.000030	1915
TFR2	0.000030	7036
TRGV3	0.000030	6976
TRBV7-9	0.000030	28589
NDUFS5	0.000030	4725
NDUFC1	0.000030	4717
NDUFS8	0.000030	4728
NDUFB9	0.000030	4715
NDUFS2	0.000030	4720
NDUFA1	0.000030	4694
NDUFV1	0.000030	4723
NDUFB1	0.000030	4707
TBXAS1	0.000030	6916
CDKN1C	0.000030	1028
GDA	0.000030	9615
IRF1	0.000030	3659
PCSK1	0.000030	5122
TENM4	0.000030	26011
OSMR	0.000030	9180
SPRY2	0.000030	10253
APLF	0.000030	200558
POLR1G	0.000030	10849
CXXC4	0.000030	80319
POMC	0.000030	5443
CLASP1	0.000030	23332
SYP	0.000030	6855
XPNPEP2	0.000030	7512
ACVR2B	0.000030	93
RBFOX3	0.000030	146713
MBOAT1	0.000030	154141
INS-IGF2	0.000030	723961
EXOC4	0.000030	60412
CLOCK	0.000030	9575
DIO1	0.000030	1733
TNFSF13	0.000030	8741
ANXA2	0.000030	302
CEL	0.000030	1056
LGMN	0.000030	5641
IFNGR1	0.000030	3459
P2RY2	0.000030	5029
MYO9B	0.000030	4650
PLA2G3	0.000030	50487
CSF3R	0.000030	1441
ALPG	0.000030	251
SLC22A4	0.000030	6583
HPGDS	0.000030	27306
SELP	0.000030	6403
KCNA5	0.000030	3741
GHRHR	0.000030	2692
NGFR	0.000030	4804
CNR2	0.000030	1269
F2	0.000030	2147
FCER1G	0.000030	2207
TRPV4	0.000030	59341
GABBR2	0.000030	9568
ESRRA	0.000030	2101
BUB1	0.000030	699
VAMP1	0.000030	6843
DAPK3	0.000030	1613
KCNA1	0.000030	3736
IRAK1	0.000030	3654
GABBR1	0.000030	2550
PDE4D	0.000030	5144
SLC18A2	0.000030	6571
NTRK3	0.000030	4916
IGHG1	0.000030	3500
HIPK2	0.000030	28996
MS4A2	0.000030	2206
SLC46A1	0.000030	113235
QPRT	0.000030	23475
IL13RA1	0.000030	3597
NEK2	0.000030	4751
TBXA2R	0.000030	6915
GNL3	0.000030	26354
HAS3	0.000030	3038
SLC22A2	0.000030	6582
XRCC1	0.000030	7515
CHRNA4	0.000030	1137
IFNB1	0.000030	3456
SLC10A1	0.000030	6554
BCL2L2-PABPN1	0.000030	100529063
MUTYH	0.000030	4595
CES2	0.000030	8824
PIM3	0.000030	415116
HOXD11	0.000030	3237
ADORA2A	0.000030	135
SPP1	0.000030	6696
CBR3	0.000030	874
FOXO1	0.000030	2308
SELE	0.000030	6401
SLC28A2	0.000030	9153
SPTBN1	0.000030	6711
APOA5	0.000030	116519
TLR3	0.000030	7098
DYNC2H1	0.000030	79659
IKBKG	0.000030	8517
HCG22	0.000030	285834
NAIP	0.000030	4671
PSMC2	0.000030	5701
SIRT7	0.000030	51547
MPI	0.000030	4351
BIRC3	0.000030	330
BIRC6	0.000030	57448
PTH1R	0.000030	5745
RUNX1	0.000030	861
MMP12	0.000030	4321
CDH11	0.000030	1009
CELA1	0.000030	1990
MCM8	0.000030	84515
HPN	0.000030	3249
NPY5R	0.000030	4889
CCKAR	0.000030	886
FURIN	0.000030	5045
ELANE	0.000030	1991
PDF	0.000030	64146
IL6ST	0.000030	3572
AVPR1B	0.000030	553
CYP11A1	0.000030	1583
PTPRD	0.000030	5789
PCLAF	0.000030	9768
GCK	0.000030	2645
REG3A	0.000030	5068
SERPINA6	0.000030	866
KCNT1	0.000030	57582
LAMB3	0.000030	3914
HSPA5	0.000030	3309
CCR1	0.000030	1230
SLC5A4	0.000030	6527
PRDX5	0.000030	25824
CYP11B1	0.000030	1584
SRD5A1	0.000030	6715
GPA33	0.000030	10223
LPL	0.000030	4023
PSIP1	0.000030	11168
IL2RA	0.000030	3559
DMD	0.000030	1756
PAH	0.000030	5053
MAP3K5	0.000030	4217
SLC3A2	0.000030	6520
FFAR1	0.000030	2864
TOP2B	0.000030	7155
CREBBP	0.000030	1387
PDE3B	0.000030	5140
TPBG	0.000030	7162
MAGEC2	0.000030	51438
MAGEC1	0.000030	9947
TERC	0.000030	7012
OGA	0.000030	10724
AIFM1	0.000030	9131
TRBV20OR9-2	0.000030	6962
PTH2R	0.000030	5746
DDR1	0.000030	780
TNFRSF18	0.000030	8784
IFNGR2	0.000030	3460
CTRC	0.000030	11330
SSTR1	0.000030	6751
C1S	0.000030	716
GABPA	0.000030	2551
RBP4	0.000030	5950
SLC33A1	0.000030	9197
LGALS1	0.000030	3956
TRPV1	0.000030	7442
PPID	0.000030	5481
ABCB11	0.000030	8647
PDE1B	0.000030	5153
CDK2	0.000030	1017
RORB	0.000030	6096
ACVR1B	0.000030	91
CSNK1G1	0.000030	53944
SIRT2	0.000030	22933
CDC42	0.000030	998
PRLR	0.000030	5618
SUPT16H	0.000030	11198
NCOA1	0.000030	8648
KCNK2	0.000030	3776
SLC7A5	0.000030	8140
SPHK1	0.000030	8877
HMOX1	0.000030	3162
LGALS2	0.000030	3957
PRKCA	0.000030	5578
IL18	0.000030	3606
IL11	0.000030	3589
IL10	0.000030	3586
IBSP	0.000030	3381
HK1	0.000030	3098
MT2A	0.000030	4502
H2AC25	0.000030	92815
NTSR1	0.000030	4923
CA6	0.000030	765
CA12	0.000030	771
FST	0.000030	10468
TUB	0.000030	7275
LIF	0.000030	3976
NOP2	0.000030	4839
ADAMTS1	0.000030	9510
TSPYL2	0.000030	64061
RPP30	0.000030	10556
SLC22A11	0.000030	55867
TYR	0.000030	7299
RAB4B-EGLN2	0.000030	100529264
VIP	0.000030	7432
USP9Y	0.000030	8287
TPM3	0.000030	7170
NR5A1	0.000030	2516
TP73	0.000030	7161
TNFRSF1A	0.000030	7132
SLAMF1	0.000030	6504
SDF4	0.000030	51150
PTHLH	0.000030	5744
PHB2	0.000030	11331
ALOX12	0.000030	239
TUBB1	0.000030	81027
MAGEA3	0.000030	4102
AFP	0.000030	174
CKM	0.000030	1158
CD5	0.000030	921
CD58	0.000030	965
CD1A	0.000030	909
CBS	0.000030	875
CDK17	0.000030	5128
ADK	0.000030	132
TFF2	0.000030	7032
GALNS	0.000030	2588
SIRT5	0.000030	23408
SRPK1	0.000030	6732
BRD4	0.000030	23476
CLC	0.000030	1178
CDK18	0.000030	5129
SLC25A20	0.000030	788
CGB5	0.000030	93659
CHUK	0.000030	1147
ITGAL	0.000030	3683
AQP9	0.000030	366
CRH	0.000030	1392
HPSE	0.000030	10855
CCN2	0.000030	1490
SMAD2	0.000030	4087
CX3CL1	0.000030	6376
RAPGEF4	0.000030	11069
EPHA2	0.000030	1969
CCNB1	0.000030	891
CDK15	0.000030	65061
CDK3	0.000030	1018
AURKA	0.000030	6790
CACNA1G	0.000030	8913
AKR1B1	0.000030	231
SULT1A1	0.000030	6817
MDGA2	0.000030	161357
FNTB	0.000030	2342
CSF2RB	0.000030	1439
TYMSOS	0.000030	494514
KLC1	0.000030	3831
AGTR2	0.000030	186
ASS1	0.000030	445
CYSLTR2	0.000030	57105
KDM4E	0.000030	390245
NOS1AP	0.000030	9722
TGFBR1	0.000030	7046
TNFRSF11B	0.000030	4982
NEDD4L	0.000030	23327
MMADHC	0.000030	27249
IGF2BP2	0.000030	10644
ENOSF1	0.000030	55556
LTF	0.000030	4057
PROS1	0.000030	5627
TOMM40	0.000030	10452
TLR2	0.000030	7097
ERBB3	0.000030	2065
CDX2	0.000030	1045
SOCS3	0.000030	9021
CNGA1	0.000030	1259
SLFN11	0.000030	91607
NGF	0.000030	4803
CDKAL1	0.000030	54901
KCNK9	0.000030	51305
IL11RA	0.000030	3590
KCNK3	0.000030	3777
ALDH3A2	0.000030	224
SCNN1B	0.000030	6338
NR1H2	0.000030	7376
CSNK1A1	0.000030	1452
CYP3A7	0.000030	1551
ZMPSTE24	0.000030	10269
ZDHHC3	0.000030	51304
HPX	0.000030	3263
METTL14	0.000030	57721
RIPOR2	0.000030	9750
SLK	0.000030	9748
METAP2	0.000030	10988
METTL3	0.000030	56339
FGF22	0.000030	27006
SERPINF1	0.000030	5176
PCYT2	0.000030	5833
HMBS	0.000030	3145
OPRL1	0.000030	4987
TUSC2	0.000030	11334
NELFCD	0.000030	51497
TPH2	0.000030	121278
CD33	0.000030	945
NT5C	0.000030	30833
CXCR5	0.000030	643
PTGDR	0.000030	5729
ATP5F1E	0.000030	514
ICA1	0.000030	3382
CYB5R3	0.000030	1727
ADAM17	0.000030	6868
TRIB3	0.000030	57761
PEBP4	0.000030	157310
CMTM8	0.000030	152189
TYMP	0.000030	1890
PSEN1	0.000030	5663
AMPD1	0.000030	270
PURA	0.000030	5813
MARCKSL1	0.000030	65108
TSPYL1	0.000030	7259
GATA4	0.000030	2626
KLF4	0.000030	9314
KCNF1	0.000030	3754
STAT6	0.000030	6778
NAPEPLD	0.000030	222236
SLC22A6	0.000030	9356
CXCR2	0.000030	3579
SIK2	0.000030	23235
DBIP2	0.000030	1623
PRKAG3	0.000030	53632
MTTP	0.000030	4547
ALDH3B1	0.000030	221
RXFP2	0.000030	122042
MIF	0.000030	4282
BMX	0.000030	660
MAP2K5	0.000030	5607
ICMT	0.000030	23463
WEE1	0.000030	7465
ABI1	0.000030	10006
S100A12	0.000030	6283
APPL1	0.000030	26060
PDE7B	0.000030	27115
CD2	0.000030	914
BTD	0.000030	686
IFNA17	0.000030	3451
CNR1	0.000030	1268
RYR2	0.000030	6262
EPS15	0.000030	2060
NR5A2	0.000030	2494
RXFP1	0.000030	59350
XPO1	0.000030	7514
EZH2	0.000030	2146
RHO	0.000030	6010
TF	0.000030	7018
ATP1A4	0.000030	480
JAK3	0.000030	3718
CACNA1B	0.000030	774
PSMD5	0.000030	5711
HK2	0.000030	3099
SERPINA1	0.000030	5265
GLUL	0.000030	2752
CEBPA	0.000030	1050
VKORC1	0.000030	79001
HLA-DRA	0.000030	3122
PDCD4	0.000030	27250
ANXA3	0.000030	306
ATP6V1B2	0.000030	526
IL2RB	0.000030	3560
APOC4	0.000030	346
TEC	0.000030	7006
AQP7	0.000030	364
HPD	0.000030	3242
HLA-DMA	0.000030	3108
SLC38A3	0.000030	10991
ABCC10	0.000030	89845
ETV1	0.000030	2115
PIK3R4	0.000030	30849
PTPN1	0.000030	5770
AOC3	0.000030	8639
PPP2CA	0.000030	5515
FBXW7	0.000030	55294
PSME1	0.000030	5720
CDKN1A	0.000030	1026
PSMB6	0.000030	5694
PSMD8	0.000030	5714
GPR19	0.000030	2842
KCNA4	0.000030	3739
PPM1A	0.000030	5494
PSMB4	0.000030	5692
VDAC1	0.000030	7416
PSME2P2	0.000030	338099
MTRR	0.000030	4552
SLC19A1	0.000030	6573
PROM1	0.000030	8842
CD82	0.000030	3732
LAMB2	0.000030	3913
ODC1	0.000030	4953
RRM2B	0.000030	50484
COIL	0.000030	8161
CHRNA1	0.000030	1134
CD86	0.000030	942
MKI67	0.000030	4288
RAMP3	0.000030	10268
TACR2	0.000030	6865
ACTN3	0.000030	89
RPS6KB2	0.000030	6199
SULT1A2	0.000030	6799
AK2	0.000030	204
BIN1	0.000030	274
LAMC1	0.000030	3915
COL4A5	0.000030	1287
COL24A1	0.000030	255631
RRM2	0.000030	6241
COL4A2	0.000030	1284
CD80	0.000030	941
COL6A2	0.000030	1292
COL11A2	0.000030	1302
KCNK18	0.000030	338567
FGF4	0.000030	2249
AVPR2	0.000030	554
LTB4R	0.000030	1241
SLC22A8	0.000030	9376
KCNG1	0.000030	3755
GTF2B	0.000030	2959
KCNV1	0.000030	27012
KCNH5	0.000030	27133
CDH5	0.000030	1003
STAT5B	0.000030	6777
GGCX	0.000030	2677
P4HB	0.000030	5034
DLG4	0.000030	1742
CD47	0.000030	961
SLITRK6	0.000030	84189
S1PR4	0.000030	8698
GLRB	0.000030	2743
PRMT5	0.000030	10419
CCL17	0.000030	6361
CPA3	0.000030	1359
PYROXD2	0.000030	84795
IDO1	0.000030	3620
PDE5A	0.000030	8654
TMEM196	0.000030	256130
TET2	0.000030	54790
DDR2	0.000030	4921
CCL14	0.000030	6358
CTNNBL1	0.000030	56259
ABCC2	0.000030	1244
F11	0.000030	2160
AANAT	0.000030	15
LOXL2	0.000030	4017
CETP	0.000030	1071
DAP	0.000030	1611
SIN3A	0.000030	25942
DDC	0.000030	1644
CYP17A1	0.000030	1586
ELP5	0.000030	23587
CCL8	0.000030	6355
CNGA2	0.000030	1260
SLC22A3	0.000030	6581
CCNA2	0.000030	890
EIF2S1	0.000030	1965
AMT	0.000030	275
IFNA2	0.000030	3440
MALAT1	0.000030	378938
BTC	0.000030	685
DBIP1	0.000030	1624
GLUD1P3	0.000030	2749
C3AR1	0.000030	719
EFNA2	0.000030	1943
DPP7	0.000030	29952
BMP2K	0.000030	55589
BST2	0.000030	684
ACRV1	0.000030	56
AAK1	0.000030	22848
ZAP70	0.000030	7535
ANPEP	0.000030	290
CSTP1	0.000030	1480
CNN1	0.000030	1264
SLC9A1	0.000030	6548
ACP5	0.000030	54
ACTBP3	0.000030	63
CYB5A	0.000030	1528
GTF2IP1	0.000030	2970
BCL6	0.000030	604
CCR10	0.000030	2826
CBLB	0.000030	868
BDH1	0.000030	622
EN1	0.000030	2019
APOC1P1	0.000030	342
EML1	0.000030	2009
H1-6	0.000030	3010
GBX1	0.000030	2636
DUSP1	0.000030	1843
CMA1	0.000030	1215
S1PR3	0.000030	1903
GYPC	0.000030	2995
GNG4	0.000030	2786
MMP7	0.000030	4316
SRD5A3	0.000030	79644
NRP1	0.000030	8829
TK1	0.000030	7083
APCS	0.000030	325
CAPN2	0.000030	824
PTPRB	0.000030	5787
SGCA	0.000030	6442
ITGB7	0.000030	3695
HCK	0.000030	3055
GTF2E1	0.000030	2960
GPBAR1	0.000030	151306
EBP	0.000030	10682
KCNQ4	0.000030	9132
HTR1F	0.000030	3355
MYLK	0.000030	4638
HTR5A	0.000030	3361
HSPA8	0.000030	3312
IL25	0.000030	64806
ZUP1	0.000030	221302
CTSG	0.000030	1511
GLI1	0.000030	2735
BRDT	0.000030	676
BRD2	0.000030	6046
MAPK7	0.000030	5598
ERN1	0.000030	2081
KDM1B	0.000030	221656
SLC22A12	0.000030	116085
NFKBIA	0.000030	4792
PBK	0.000030	55872
TMPRSS15	0.000030	5651
LIMK1	0.000030	3984
MGLL	0.000030	11343
ABHD6	0.000030	57406
DAGLA	0.000030	747
ARRB2	0.000030	409
ARRB1	0.000030	408
ARSF	0.000030	416
ZFHX3	0.000030	463
ANXA6	0.000030	309
ATF4	0.000030	468
CHRNA3	0.000030	1136
FDPS	0.000030	2224
KCNC4	0.000030	3749
KCNQ5	0.000030	56479
HDC	0.000030	3067
DCN	0.000030	1634
OPN4	0.000030	94233
DRG2	0.000030	1819
HLA-DOB	0.000030	3112
DBT	0.000030	1629
HR	0.000030	55806
RPS6KA1	0.000030	6195
EXTL1	0.000030	2134
MEN1	0.000030	4221
EXTL2	0.000030	2135
ATP1B1	0.000030	481
ATP1B3P1	0.000030	484
AIRE	0.000030	326
CNGB1	0.000030	1258
BSG	0.000030	682
CSTF1	0.000030	1477
ACSL4	0.000030	2182
GTF3C2	0.000030	2976
RIPK2	0.000030	8767
MCHR1	0.000030	2847
GP1BA	0.000030	2811
PTGER4	0.000030	5734
GP2	0.000030	2813
IL1R2	0.000030	7850
HNRNPC	0.000030	3183
ERCC4	0.000030	2072
ALOX12P1	0.000030	243
ZFP36L1	0.000030	677
GPM6B	0.000030	2824
GPR26	0.000030	2849
EGLN1	0.000030	54583
CD68	0.000030	968
GPR42	0.000030	2866
EPHB2	0.000030	2048
ZFP36L2	0.000030	678
